p1,p2,p3,Gou_D1,Gou_D2,Gou_D3,BU_mix_0p3_D1,BU_mix_0p3_D2,BU_mix_0p3_D3
0.082759,0.031034,0.186207,0,0,0,0,1,0
0.082759,0.031034,0.196552,0,0,0,0,1,0
0.082759,0.031034,0.206897,0,0,0,0,1,0
0.082759,0.031034,0.217241,0,0,0,0,1,0
0.082759,0.031034,0.227586,0,0,0,0,1,0
0.082759,0.031034,0.237931,0,0,0,0,1,0
0.082759,0.031034,0.248276,0,0,0,0,1,0
0.082759,0.031034,0.258621,0,0,0,0,1,0
0.082759,0.031034,0.268966,0,0,0,0,1,0
0.082759,0.031034,0.279310,0,0,0,0,1,0
0.082759,0.041379,0.000000,0,0,1,0,1,1
0.082759,0.041379,0.010345,0,0,1,0,1,1
0.082759,0.041379,0.020690,0,0,0,0,1,1
0.082759,0.041379,0.031034,0,0,0,0,1,1
0.082759,0.041379,0.041379,0,0,0,0,1,1
0.082759,0.041379,0.051724,0,0,0,0,1,0
0.082759,0.041379,0.062069,0,0,0,0,1,0
0.082759,0.041379,0.072414,0,0,0,0,1,0
0.082759,0.041379,0.082759,0,0,0,0,1,0
0.082759,0.041379,0.093103,0,0,0,0,1,0
0.082759,0.041379,0.103448,0,0,0,0,1,0
0.082759,0.041379,0.113793,0,0,0,0,1,0
0.082759,0.041379,0.124138,0,0,0,0,1,0
0.082759,0.041379,0.134483,0,0,0,0,1,0
0.082759,0.041379,0.144828,0,0,0,0,1,0
0.082759,0.041379,0.155172,0,0,0,0,1,0
0.082759,0.041379,0.165517,0,0,0,0,1,0
0.082759,0.041379,0.175862,0,0,0,0,1,0
0.082759,0.041379,0.186207,0,0,0,0,1,0
0.082759,0.051724,0.020690,0,0,0,0,0,1
0.082759,0.051724,0.031034,0,0,0,0,0,1
0.082759,0.051724,0.041379,0,0,0,0,0,1
0.082759,0.062069,0.020690,0,0,0,0,0,1
0.082759,0.062069,0.031034,0,0,0,0,0,1
0.082759,0.062069,0.041379,0,0,0,0,0,1
0.082759,0.072414,0.020690,0,0,0,0,0,1
0.082759,0.072414,0.031034,0,0,0,0,0,1
0.082759,0.072414,0.041379,0,0,0,0,0,1
0.082759,0.082759,0.020690,0,0,0,0,0,1
0.082759,0.082759,0.031034,0,0,0,0,0,1
0.082759,0.082759,0.041379,0,0,0,0,0,1
0.082759,0.093103,0.020690,0,0,0,0,0,1
0.082759,0.093103,0.031034,0,0,0,0,0,1
0.082759,0.093103,0.041379,0,0,0,0,0,1
0.082759,0.103448,0.020690,0,0,0,0,0,1
0.082759,0.103448,0.031034,0,0,0,0,0,1
0.082759,0.103448,0.041379,0,0,0,0,0,1
0.082759,0.113793,0.020690,0,0,0,0,0,1
0.082759,0.113793,0.031034,0,0,0,0,0,1
0.082759,0.113793,0.041379,0,0,0,0,0,1
0.082759,0.124138,0.020690,0,0,0,0,0,1
0.082759,0.124138,0.031034,0,0,0,0,0,1
0.082759,0.124138,0.041379,0,0,0,0,0,1
0.082759,0.134483,0.020690,0,0,0,0,0,1
0.082759,0.134483,0.031034,0,0,0,0,0,1
0.082759,0.134483,0.041379,0,0,0,0,0,1
0.082759,0.144828,0.020690,0,0,0,0,0,1
0.082759,0.144828,0.031034,0,0,0,0,0,1
0.082759,0.144828,0.041379,0,0,0,0,0,1
0.082759,0.155172,0.020690,0,0,0,0,0,1
0.082759,0.155172,0.031034,0,0,0,0,0,1
0.082759,0.155172,0.041379,0,0,0,0,0,1
0.082759,0.165517,0.020690,0,0,0,0,0,1
0.082759,0.165517,0.031034,0,0,0,0,0,1
0.082759,0.165517,0.041379,0,0,0,0,0,1
0.082759,0.175862,0.020690,0,0,0,0,0,1
0.082759,0.175862,0.031034,0,0,0,0,0,1
0.082759,0.175862,0.041379,0,0,0,0,0,1
0.082759,0.186207,0.020690,0,0,0,0,0,1
0.082759,0.186207,0.031034,0,0,0,0,0,1
0.082759,0.186207,0.041379,0,0,0,0,0,1
0.082759,0.196552,0.020690,0,0,0,0,0,1
0.082759,0.196552,0.031034,0,0,0,0,0,1
0.082759,0.206897,0.020690,0,0,0,0,0,1
0.082759,0.206897,0.031034,0,0,0,0,0,1
0.082759,0.217241,0.020690,0,0,0,0,0,1
0.082759,0.217241,0.031034,0,0,0,0,0,1
0.082759,0.227586,0.020690,0,0,0,0,0,1
0.082759,0.227586,0.031034,0,0,0,0,0,1
0.082759,0.237931,0.020690,0,0,0,0,0,1
0.082759,0.237931,0.031034,0,0,0,0,0,1
0.082759,0.248276,0.020690,0,0,0,0,0,1
0.082759,0.248276,0.031034,0,0,0,0,0,1
0.082759,0.258621,0.020690,0,0,0,0,0,1
0.082759,0.258621,0.031034,0,0,0,0,0,1
0.082759,0.268966,0.020690,0,0,0,0,0,1
0.082759,0.268966,0.031034,0,0,0,0,0,1
0.082759,0.279310,0.020690,0,0,0,0,0,1
0.082759,0.279310,0.031034,0,0,0,0,0,1
0.082759,0.289655,0.020690,0,0,0,0,0,1
0.082759,0.300000,0.020690,0,0,0,0,0,1
0.093103,0.000000,0.031034,0,1,0,0,1,1
0.093103,0.000000,0.041379,0,1,0,0,1,1
0.093103,0.010345,0.031034,0,1,0,0,1,1
0.093103,0.010345,0.041379,0,1,0,0,1,1
0.093103,0.020690,0.031034,0,1,0,0,1,1
0.093103,0.020690,0.041379,0,0,0,0,1,1
0.093103,0.020690,0.051724,0,0,0,0,1,0
0.093103,0.020690,0.062069,0,0,0,0,1,0
0.093103,0.020690,0.072414,0,0,0,0,1,0
0.093103,0.020690,0.082759,0,0,0,0,1,0
0.093103,0.020690,0.093103,0,0,0,0,1,0
0.093103,0.020690,0.103448,0,0,0,0,1,0
0.093103,0.020690,0.113793,0,0,0,0,1,0
0.093103,0.020690,0.124138,0,0,0,0,1,0
0.093103,0.020690,0.134483,0,0,0,0,1,0
0.093103,0.020690,0.144828,0,0,0,0,1,0
0.093103,0.020690,0.155172,0,0,0,0,1,0
0.093103,0.020690,0.165517,0,0,0,0,1,0
0.093103,0.020690,0.175862,0,0,0,0,1,0
0.093103,0.020690,0.186207,0,0,0,0,1,0
0.093103,0.020690,0.196552,0,0,0,0,1,0
0.093103,0.020690,0.206897,0,0,0,0,1,0
0.093103,0.020690,0.217241,0,0,0,0,1,0
0.093103,0.020690,0.227586,0,0,0,0,1,0
0.093103,0.020690,0.237931,0,0,0,0,1,0
0.093103,0.020690,0.248276,0,0,0,0,1,0
0.093103,0.020690,0.258621,0,0,0,0,1,0
0.093103,0.020690,0.268966,0,0,0,0,1,0
0.093103,0.020690,0.279310,0,0,0,0,1,0
0.093103,0.020690,0.289655,0,0,0,0,1,0
0.093103,0.020690,0.300000,0,0,0,0,1,0
0.093103,0.031034,0.000000,0,0,1,0,1,1
0.093103,0.031034,0.010345,0,0,1,0,1,1
0.093103,0.031034,0.020690,0,0,1,0,1,1
0.093103,0.031034,0.031034,0,0,0,0,1,1
0.093103,0.031034,0.041379,0,0,0,0,1,1
0.093103,0.031034,0.051724,0,0,0,0,1,0
0.093103,0.031034,0.062069,0,0,0,0,1,0
0.093103,0.031034,0.072414,0,0,0,0,1,0
0.093103,0.031034,0.082759,0,0,0,0,1,0
0.093103,0.031034,0.093103,0,0,0,0,1,0
0.093103,0.031034,0.103448,0,0,0,0,1,0
0.093103,0.031034,0.113793,0,0,0,0,1,0
0.093103,0.031034,0.124138,0,0,0,0,1,0
0.093103,0.031034,0.134483,0,0,0,0,1,0
0.093103,0.031034,0.144828,0,0,0,0,1,0
0.093103,0.031034,0.155172,0,0,0,0,1,0
0.093103,0.031034,0.165517,0,0,0,0,1,0
0.093103,0.031034,0.175862,0,0,0,0,1,0
0.093103,0.031034,0.186207,0,0,0,0,1,0
0.093103,0.031034,0.196552,0,0,0,0,1,0
0.093103,0.031034,0.206897,0,0,0,0,1,0
0.093103,0.031034,0.217241,0,0,0,0,1,0
0.093103,0.031034,0.227586,0,0,0,0,1,0
0.093103,0.031034,0.237931,0,0,0,0,1,0
0.093103,0.031034,0.248276,0,0,0,0,1,0
0.093103,0.031034,0.258621,0,0,0,0,1,0
0.093103,0.031034,0.268966,0,0,0,0,1,0
0.093103,0.031034,0.279310,0,0,0,0,1,0
0.093103,0.041379,0.000000,0,0,1,0,1,1
0.093103,0.041379,0.010345,0,0,1,0,1,1
0.093103,0.041379,0.020690,0,0,0,0,1,1
0.093103,0.041379,0.031034,0,0,0,0,1,1
0.093103,0.041379,0.041379,0,0,0,0,1,1
0.093103,0.041379,0.051724,0,0,0,0,1,0
0.093103,0.041379,0.062069,0,0,0,0,1,0
0.093103,0.041379,0.072414,0,0,0,0,1,0
0.093103,0.041379,0.082759,0,0,0,0,1,0
0.093103,0.041379,0.093103,0,0,0,0,1,0
0.093103,0.041379,0.103448,0,0,0,0,1,0
0.093103,0.041379,0.113793,0,0,0,0,1,0
0.093103,0.041379,0.124138,0,0,0,0,1,0
0.093103,0.041379,0.134483,0,0,0,0,1,0
0.093103,0.041379,0.144828,0,0,0,0,1,0
0.093103,0.041379,0.155172,0,0,0,0,1,0
0.093103,0.041379,0.165517,0,0,0,0,1,0
0.093103,0.041379,0.175862,0,0,0,0,1,0
0.093103,0.041379,0.186207,0,0,0,0,1,0
0.093103,0.051724,0.020690,0,0,0,0,0,1
0.093103,0.051724,0.031034,0,0,0,0,0,1
0.093103,0.051724,0.041379,0,0,0,0,0,1
0.093103,0.062069,0.020690,0,0,0,0,0,1
0.093103,0.062069,0.031034,0,0,0,0,0,1
0.093103,0.062069,0.041379,0,0,0,0,0,1
0.093103,0.072414,0.020690,0,0,0,0,0,1
0.093103,0.072414,0.031034,0,0,0,0,0,1
0.093103,0.072414,0.041379,0,0,0,0,0,1
0.093103,0.082759,0.020690,0,0,0,0,0,1
0.093103,0.082759,0.031034,0,0,0,0,0,1
0.093103,0.082759,0.041379,0,0,0,0,0,1
0.093103,0.093103,0.020690,0,0,0,0,0,1
0.093103,0.093103,0.031034,0,0,0,0,0,1
0.093103,0.093103,0.041379,0,0,0,0,0,1
0.093103,0.103448,0.020690,0,0,0,0,0,1
0.093103,0.103448,0.031034,0,0,0,0,0,1
0.093103,0.103448,0.041379,0,0,0,0,0,1
0.093103,0.113793,0.020690,0,0,0,0,0,1
0.093103,0.113793,0.031034,0,0,0,0,0,1
0.093103,0.113793,0.041379,0,0,0,0,0,1
0.093103,0.124138,0.020690,0,0,0,0,0,1
0.093103,0.124138,0.031034,0,0,0,0,0,1
0.093103,0.124138,0.041379,0,0,0,0,0,1
0.093103,0.134483,0.020690,0,0,0,0,0,1
0.093103,0.134483,0.031034,0,0,0,0,0,1
0.093103,0.134483,0.041379,0,0,0,0,0,1
0.093103,0.144828,0.020690,0,0,0,0,0,1
0.093103,0.144828,0.031034,0,0,0,0,0,1
0.093103,0.144828,0.041379,0,0,0,0,0,1
0.093103,0.155172,0.020690,0,0,0,0,0,1
0.093103,0.155172,0.031034,0,0,0,0,0,1
0.093103,0.155172,0.041379,0,0,0,0,0,1
0.093103,0.165517,0.020690,0,0,0,0,0,1
0.093103,0.165517,0.031034,0,0,0,0,0,1
0.093103,0.165517,0.041379,0,0,0,0,0,1
0.093103,0.175862,0.020690,0,0,0,0,0,1
0.093103,0.175862,0.031034,0,0,0,0,0,1
0.093103,0.175862,0.041379,0,0,0,0,0,1
0.093103,0.186207,0.020690,0,0,0,0,0,1
0.093103,0.186207,0.031034,0,0,0,0,0,1
0.093103,0.186207,0.041379,0,0,0,0,0,1
0.093103,0.196552,0.020690,0,0,0,0,0,1
0.093103,0.196552,0.031034,0,0,0,0,0,1
0.093103,0.206897,0.020690,0,0,0,0,0,1
0.093103,0.206897,0.031034,0,0,0,0,0,1
0.093103,0.217241,0.020690,0,0,0,0,0,1
0.093103,0.217241,0.031034,0,0,0,0,0,1
0.093103,0.227586,0.020690,0,0,0,0,0,1
0.093103,0.227586,0.031034,0,0,0,0,0,1
0.093103,0.237931,0.020690,0,0,0,0,0,1
0.093103,0.237931,0.031034,0,0,0,0,0,1
0.093103,0.248276,0.020690,0,0,0,0,0,1
0.093103,0.248276,0.031034,0,0,0,0,0,1
0.093103,0.258621,0.020690,0,0,0,0,0,1
0.093103,0.258621,0.031034,0,0,0,0,0,1
0.093103,0.268966,0.020690,0,0,0,0,0,1
0.093103,0.268966,0.031034,0,0,0,0,0,1
0.093103,0.279310,0.020690,0,0,0,0,0,1
0.093103,0.279310,0.031034,0,0,0,0,0,1
0.093103,0.289655,0.020690,0,0,0,0,0,1
0.093103,0.300000,0.020690,0,0,0,0,0,1
0.103448,0.000000,0.031034,0,1,0,0,1,1
0.103448,0.000000,0.041379,0,1,0,0,1,1
0.103448,0.010345,0.031034,0,1,0,0,1,1
0.103448,0.010345,0.041379,0,1,0,0,1,1
0.103448,0.020690,0.031034,0,1,0,0,1,1
0.103448,0.020690,0.041379,0,0,0,0,1,1
0.103448,0.020690,0.051724,0,0,0,0,1,0
0.103448,0.020690,0.062069,0,0,0,0,1,0
0.103448,0.020690,0.072414,0,0,0,0,1,0
0.103448,0.020690,0.082759,0,0,0,0,1,0
0.103448,0.020690,0.093103,0,0,0,0,1,0
0.103448,0.020690,0.103448,0,0,0,0,1,0
0.103448,0.020690,0.113793,0,0,0,0,1,0
0.103448,0.020690,0.124138,0,0,0,0,1,0
0.103448,0.020690,0.134483,0,0,0,0,1,0
0.103448,0.020690,0.144828,0,0,0,0,1,0
0.103448,0.020690,0.155172,0,0,0,0,1,0
0.103448,0.020690,0.165517,0,0,0,0,1,0
0.103448,0.020690,0.175862,0,0,0,0,1,0
0.103448,0.020690,0.186207,0,0,0,0,1,0
0.103448,0.020690,0.196552,0,0,0,0,1,0
0.103448,0.020690,0.206897,0,0,0,0,1,0
0.103448,0.020690,0.217241,0,0,0,0,1,0
0.103448,0.020690,0.227586,0,0,0,0,1,0
0.103448,0.020690,0.237931,0,0,0,0,1,0
0.103448,0.020690,0.248276,0,0,0,0,1,0
0.103448,0.020690,0.258621,0,0,0,0,1,0
0.103448,0.020690,0.268966,0,0,0,0,1,0
0.103448,0.020690,0.279310,0,0,0,0,1,0
0.103448,0.020690,0.289655,0,0,0,0,1,0
0.103448,0.020690,0.300000,0,0,0,0,1,0
0.103448,0.031034,0.000000,0,0,1,0,1,1
0.103448,0.031034,0.010345,0,0,1,0,1,1
0.103448,0.031034,0.020690,0,0,1,0,1,1
0.103448,0.031034,0.031034,0,0,0,0,1,1
0.103448,0.031034,0.041379,0,0,0,0,1,1
0.103448,0.031034,0.051724,0,0,0,0,1,0
0.103448,0.031034,0.062069,0,0,0,0,1,0
0.103448,0.031034,0.072414,0,0,0,0,1,0
0.103448,0.031034,0.082759,0,0,0,0,1,0
0.103448,0.031034,0.093103,0,0,0,0,1,0
0.103448,0.031034,0.103448,0,0,0,0,1,0
0.103448,0.031034,0.113793,0,0,0,0,1,0
0.103448,0.031034,0.124138,0,0,0,0,1,0
0.103448,0.031034,0.134483,0,0,0,0,1,0
0.103448,0.031034,0.144828,0,0,0,0,1,0
0.103448,0.031034,0.155172,0,0,0,0,1,0
0.103448,0.031034,0.165517,0,0,0,0,1,0
0.103448,0.031034,0.175862,0,0,0,0,1,0
0.103448,0.031034,0.186207,0,0,0,0,1,0
0.103448,0.031034,0.196552,0,0,0,0,1,0
0.103448,0.031034,0.206897,0,0,0,0,1,0
0.103448,0.031034,0.217241,0,0,0,0,1,0
0.103448,0.031034,0.227586,0,0,0,0,1,0
0.103448,0.031034,0.237931,0,0,0,0,1,0
0.103448,0.031034,0.248276,0,0,0,0,1,0
0.103448,0.031034,0.258621,0,0,0,0,1,0
0.103448,0.031034,0.268966,0,0,0,0,1,0
0.103448,0.031034,0.279310,0,0,0,0,1,0
0.103448,0.041379,0.000000,0,0,1,0,1,1
0.103448,0.041379,0.010345,0,0,1,0,1,1
0.103448,0.041379,0.020690,0,0,0,0,1,1
0.103448,0.041379,0.031034,0,0,0,0,1,1
0.103448,0.041379,0.041379,0,0,0,0,1,1
0.103448,0.041379,0.051724,0,0,0,0,1,0
0.103448,0.041379,0.062069,0,0,0,0,1,0
0.103448,0.041379,0.072414,0,0,0,0,1,0
0.103448,0.041379,0.082759,0,0,0,0,1,0
0.103448,0.041379,0.093103,0,0,0,0,1,0
0.103448,0.041379,0.103448,0,0,0,0,1,0
0.103448,0.041379,0.113793,0,0,0,0,1,0
0.103448,0.041379,0.124138,0,0,0,0,1,0
0.103448,0.041379,0.134483,0,0,0,0,1,0
0.103448,0.041379,0.144828,0,0,0,0,1,0
0.103448,0.041379,0.155172,0,0,0,0,1,0
0.103448,0.041379,0.165517,0,0,0,0,1,0
0.103448,0.041379,0.175862,0,0,0,0,1,0
0.103448,0.041379,0.186207,0,0,0,0,1,0
0.103448,0.051724,0.020690,0,0,0,0,0,1
0.103448,0.051724,0.031034,0,0,0,0,0,1
0.103448,0.051724,0.041379,0,0,0,0,0,1
0.103448,0.062069,0.020690,0,0,0,0,0,1
0.103448,0.062069,0.031034,0,0,0,0,0,1
0.103448,0.062069,0.041379,0,0,0,0,0,1
0.103448,0.072414,0.020690,0,0,0,0,0,1
0.103448,0.072414,0.031034,0,0,0,0,0,1
0.103448,0.072414,0.041379,0,0,0,0,0,1
0.103448,0.082759,0.020690,0,0,0,0,0,1
0.103448,0.082759,0.031034,0,0,0,0,0,1
0.103448,0.082759,0.041379,0,0,0,0,0,1
0.103448,0.093103,0.020690,0,0,0,0,0,1
0.103448,0.093103,0.031034,0,0,0,0,0,1
0.103448,0.093103,0.041379,0,0,0,0,0,1
0.103448,0.103448,0.020690,0,0,0,0,0,1
0.103448,0.103448,0.031034,0,0,0,0,0,1
0.103448,0.103448,0.041379,0,0,0,0,0,1
0.103448,0.113793,0.020690,0,0,0,0,0,1
0.103448,0.113793,0.031034,0,0,0,0,0,1
0.103448,0.113793,0.041379,0,0,0,0,0,1
0.103448,0.124138,0.020690,0,0,0,0,0,1
0.103448,0.124138,0.031034,0,0,0,0,0,1
0.103448,0.124138,0.041379,0,0,0,0,0,1
0.103448,0.134483,0.020690,0,0,0,0,0,1
0.103448,0.134483,0.031034,0,0,0,0,0,1
0.103448,0.134483,0.041379,0,0,0,0,0,1
0.103448,0.144828,0.020690,0,0,0,0,0,1
0.103448,0.144828,0.031034,0,0,0,0,0,1
0.103448,0.144828,0.041379,0,0,0,0,0,1
0.103448,0.155172,0.020690,0,0,0,0,0,1
0.103448,0.155172,0.031034,0,0,0,0,0,1
0.103448,0.155172,0.041379,0,0,0,0,0,1
0.103448,0.165517,0.020690,0,0,0,0,0,1
0.103448,0.165517,0.031034,0,0,0,0,0,1
0.103448,0.165517,0.041379,0,0,0,0,0,1
0.103448,0.175862,0.020690,0,0,0,0,0,1
0.103448,0.175862,0.031034,0,0,0,0,0,1
0.103448,0.175862,0.041379,0,0,0,0,0,1
0.103448,0.186207,0.020690,0,0,0,0,0,1
0.103448,0.186207,0.031034,0,0,0,0,0,1
0.103448,0.186207,0.041379,0,0,0,0,0,1
0.103448,0.196552,0.020690,0,0,0,0,0,1
0.103448,0.196552,0.031034,0,0,0,0,0,1
0.103448,0.206897,0.020690,0,0,0,0,0,1
0.103448,0.206897,0.031034,0,0,0,0,0,1
0.103448,0.217241,0.020690,0,0,0,0,0,1
0.103448,0.217241,0.031034,0,0,0,0,0,1
0.103448,0.227586,0.020690,0,0,0,0,0,1
0.103448,0.227586,0.031034,0,0,0,0,0,1
0.103448,0.237931,0.020690,0,0,0,0,0,1
0.103448,0.237931,0.031034,0,0,0,0,0,1
0.103448,0.248276,0.020690,0,0,0,0,0,1
0.103448,0.248276,0.031034,0,0,0,0,0,1
0.103448,0.258621,0.020690,0,0,0,0,0,1
0.103448,0.258621,0.031034,0,0,0,0,0,1
0.103448,0.268966,0.020690,0,0,0,0,0,1
0.103448,0.268966,0.031034,0,0,0,0,0,1
0.103448,0.279310,0.020690,0,0,0,0,0,1
0.103448,0.279310,0.031034,0,0,0,0,0,1
0.103448,0.289655,0.020690,0,0,0,0,0,1
0.103448,0.300000,0.020690,0,0,0,0,0,1
0.113793,0.000000,0.031034,0,1,0,0,1,1
0.113793,0.000000,0.041379,0,1,0,0,1,1
0.113793,0.010345,0.031034,0,1,0,0,1,1
0.113793,0.010345,0.041379,0,1,0,0,1,1
0.113793,0.020690,0.031034,0,1,0,0,1,1
0.113793,0.020690,0.041379,0,0,0,0,1,1
0.113793,0.020690,0.051724,0,0,0,0,1,0
0.113793,0.020690,0.062069,0,0,0,0,1,0
0.113793,0.020690,0.072414,0,0,0,0,1,0
0.113793,0.020690,0.082759,0,0,0,0,1,0
0.113793,0.020690,0.093103,0,0,0,0,1,0
0.113793,0.020690,0.103448,0,0,0,0,1,0
0.113793,0.020690,0.113793,0,0,0,0,1,0
0.113793,0.020690,0.124138,0,0,0,0,1,0
0.113793,0.020690,0.134483,0,0,0,0,1,0
0.113793,0.020690,0.144828,0,0,0,0,1,0
0.113793,0.020690,0.155172,0,0,0,0,1,0
0.113793,0.020690,0.165517,0,0,0,0,1,0
0.113793,0.020690,0.175862,0,0,0,0,1,0
0.113793,0.020690,0.186207,0,0,0,0,1,0
0.113793,0.020690,0.196552,0,0,0,0,1,0
0.113793,0.020690,0.206897,0,0,0,0,1,0
0.113793,0.020690,0.217241,0,0,0,0,1,0
0.113793,0.020690,0.227586,0,0,0,0,1,0
0.113793,0.020690,0.237931,0,0,0,0,1,0
0.113793,0.020690,0.248276,0,0,0,0,1,0
0.113793,0.020690,0.258621,0,0,0,0,1,0
0.113793,0.020690,0.268966,0,0,0,0,1,0
0.113793,0.020690,0.279310,0,0,0,0,1,0
0.113793,0.020690,0.289655,0,0,0,0,1,0
0.113793,0.020690,0.300000,0,0,0,0,1,0
0.113793,0.031034,0.000000,0,0,1,0,1,1
0.113793,0.031034,0.010345,0,0,1,0,1,1
0.113793,0.031034,0.020690,0,0,1,0,1,1
0.113793,0.031034,0.031034,0,0,0,0,1,1
0.113793,0.031034,0.041379,0,0,0,0,1,1
0.113793,0.031034,0.051724,0,0,0,0,1,0
0.113793,0.031034,0.062069,0,0,0,0,1,0
0.113793,0.031034,0.072414,0,0,0,0,1,0
0.113793,0.031034,0.082759,0,0,0,0,1,0
0.113793,0.031034,0.093103,0,0,0,0,1,0
0.113793,0.031034,0.103448,0,0,0,0,1,0
0.113793,0.031034,0.113793,0,0,0,0,1,0
0.113793,0.031034,0.124138,0,0,0,0,1,0
0.113793,0.031034,0.134483,0,0,0,0,1,0
0.113793,0.031034,0.144828,0,0,0,0,1,0
0.113793,0.031034,0.155172,0,0,0,0,1,0
0.113793,0.031034,0.165517,0,0,0,0,1,0
0.113793,0.031034,0.175862,0,0,0,0,1,0
0.113793,0.031034,0.186207,0,0,0,0,1,0
0.113793,0.031034,0.196552,0,0,0,0,1,0
0.113793,0.031034,0.206897,0,0,0,0,1,0
0.113793,0.031034,0.217241,0,0,0,0,1,0
0.113793,0.031034,0.227586,0,0,0,0,1,0
0.113793,0.031034,0.237931,0,0,0,0,1,0
0.113793,0.031034,0.248276,0,0,0,0,1,0
0.113793,0.031034,0.258621,0,0,0,0,1,0
0.113793,0.031034,0.268966,0,0,0,0,1,0
0.113793,0.031034,0.279310,0,0,0,0,1,0
0.113793,0.041379,0.000000,0,0,1,0,1,1
0.113793,0.041379,0.010345,0,0,1,0,1,1
0.113793,0.041379,0.020690,0,0,0,0,1,1
0.113793,0.041379,0.031034,0,0,0,0,1,1
0.113793,0.041379,0.041379,0,0,0,0,1,1
0.113793,0.041379,0.051724,0,0,0,0,1,0
0.113793,0.041379,0.062069,0,0,0,0,1,0
0.113793,0.041379,0.072414,0,0,0,0,1,0
0.113793,0.041379,0.082759,0,0,0,0,1,0
0.113793,0.041379,0.093103,0,0,0,0,1,0
0.113793,0.041379,0.103448,0,0,0,0,1,0
0.113793,0.041379,0.113793,0,0,0,0,1,0
0.113793,0.041379,0.124138,0,0,0,0,1,0
0.113793,0.041379,0.134483,0,0,0,0,1,0
0.113793,0.041379,0.144828,0,0,0,0,1,0
0.113793,0.041379,0.155172,0,0,0,0,1,0
0.113793,0.041379,0.165517,0,0,0,0,1,0
0.113793,0.041379,0.175862,0,0,0,0,1,0
0.113793,0.041379,0.186207,0,0,0,0,1,0
0.113793,0.051724,0.020690,0,0,0,0,0,1
0.113793,0.051724,0.031034,0,0,0,0,0,1
0.113793,0.051724,0.041379,0,0,0,0,0,1
0.113793,0.062069,0.020690,0,0,0,0,0,1
0.113793,0.062069,0.031034,0,0,0,0,0,1
0.113793,0.062069,0.041379,0,0,0,0,0,1
0.113793,0.072414,0.020690,0,0,0,0,0,1
0.113793,0.072414,0.031034,0,0,0,0,0,1
0.113793,0.072414,0.041379,0,0,0,0,0,1
0.113793,0.082759,0.020690,0,0,0,0,0,1
0.113793,0.082759,0.031034,0,0,0,0,0,1
0.113793,0.082759,0.041379,0,0,0,0,0,1
0.113793,0.093103,0.020690,0,0,0,0,0,1
0.113793,0.093103,0.031034,0,0,0,0,0,1
0.113793,0.093103,0.041379,0,0,0,0,0,1
0.113793,0.103448,0.020690,0,0,0,0,0,1
0.113793,0.103448,0.031034,0,0,0,0,0,1
0.113793,0.103448,0.041379,0,0,0,0,0,1
0.113793,0.113793,0.020690,0,0,0,0,0,1
0.113793,0.113793,0.031034,0,0,0,0,0,1
0.113793,0.113793,0.041379,0,0,0,0,0,1
0.113793,0.124138,0.020690,0,0,0,0,0,1
0.113793,0.124138,0.031034,0,0,0,0,0,1
0.113793,0.124138,0.041379,0,0,0,0,0,1
0.113793,0.134483,0.020690,0,0,0,0,0,1
0.113793,0.134483,0.031034,0,0,0,0,0,1
0.113793,0.134483,0.041379,0,0,0,0,0,1
0.113793,0.144828,0.020690,0,0,0,0,0,1
0.113793,0.144828,0.031034,0,0,0,0,0,1
0.113793,0.144828,0.041379,0,0,0,0,0,1
0.113793,0.155172,0.020690,0,0,0,0,0,1
0.113793,0.155172,0.031034,0,0,0,0,0,1
0.113793,0.155172,0.041379,0,0,0,0,0,1
0.113793,0.165517,0.020690,0,0,0,0,0,1
0.113793,0.165517,0.031034,0,0,0,0,0,1
0.113793,0.165517,0.041379,0,0,0,0,0,1
0.113793,0.175862,0.020690,0,0,0,0,0,1
0.113793,0.175862,0.031034,0,0,0,0,0,1
0.113793,0.175862,0.041379,0,0,0,0,0,1
0.113793,0.186207,0.020690,0,0,0,0,0,1
0.113793,0.186207,0.031034,0,0,0,0,0,1
0.113793,0.186207,0.041379,0,0,0,0,0,1
0.113793,0.196552,0.020690,0,0,0,0,0,1
0.113793,0.196552,0.031034,0,0,0,0,0,1
0.113793,0.206897,0.020690,0,0,0,0,0,1
0.113793,0.206897,0.031034,0,0,0,0,0,1
0.113793,0.217241,0.020690,0,0,0,0,0,1
0.113793,0.217241,0.031034,0,0,0,0,0,1
0.113793,0.227586,0.020690,0,0,0,0,0,1
0.113793,0.227586,0.031034,0,0,0,0,0,1
0.113793,0.237931,0.020690,0,0,0,0,0,1
0.113793,0.237931,0.031034,0,0,0,0,0,1
0.113793,0.248276,0.020690,0,0,0,0,0,1
0.113793,0.248276,0.031034,0,0,0,0,0,1
0.113793,0.258621,0.020690,0,0,0,0,0,1
0.113793,0.258621,0.031034,0,0,0,0,0,1
0.113793,0.268966,0.020690,0,0,0,0,0,1
0.113793,0.268966,0.031034,0,0,0,0,0,1
0.113793,0.279310,0.020690,0,0,0,0,0,1
0.113793,0.279310,0.031034,0,0,0,0,0,1
0.113793,0.289655,0.020690,0,0,0,0,0,1
0.113793,0.300000,0.020690,0,0,0,0,0,1
0.124138,0.000000,0.031034,0,1,0,0,1,1
0.124138,0.000000,0.041379,0,1,0,0,1,1
0.124138,0.010345,0.031034,0,1,0,0,1,1
0.124138,0.010345,0.041379,0,1,0,0,1,1
